"nombre","dia","hora","cantidad"
"Colegiales","28/12",15,12
"San Cristóbal","28/12",15,11
"Núñez","28/12",15,11
"Parque Chacabuco","28/12",15,10
"Avellaneda","28/12",15,9
"Almirante Brown","28/12",15,8
"Floresta","28/12",15,8
"Lomas de Zamora","28/12",15,8
"Quilmes","28/12",15,8
"Morón","28/12",15,8
"Villa Santa Rita","28/12",15,7
"Tres de Febrero","28/12",15,6
"Boedo","28/12",15,6
"Villa Real","28/12",15,6
"Boca","28/12",15,5
"Coghlan","28/12",15,5
"Vélez Sársfield","28/12",15,5
"Villa Gral. Mitre","28/12",15,5
"Córdoba","28/12",15,4
"Mataderos","28/12",15,4
"Parque Avellaneda","28/12",15,4
"Monte Castro","28/12",15,4
"Villa Ortúzar","28/12",15,4
"Liniers","28/12",15,4
"Villa Lugano","28/12",15,4
"General San Martín","28/12",15,4
"Tigre","28/12",15,4
"Villa Devoto","28/12",15,4
"Chacarita","28/12",15,4
"San Miguel","28/12",15,3
"Parque Chas","28/12",15,3
"Rosario","28/12",15,3
"Monserrat","28/12",15,3
"San Fernando","28/12",15,3
"San Nicolás","28/12",15,2
"Florencio Varela","28/12",15,2
"Moreno","28/12",15,2
"Saavedra","28/12",15,2
"Versalles","28/12",15,2
"Nueva Pompeya","28/12",15,2
"Berazategui","28/12",15,2
"Paternal","28/12",15,2
"San Telmo","28/12",15,2
"Esteban Echeverría","28/12",15,2
"Villa Soldati","28/12",15,2
"Barracas","28/12",15,1
"Ezeiza","28/12",15,1
"Malvinas Argentinas","28/12",15,1
"Hurlingham","28/12",15,1
"Mendoza","28/12",15,1
"Constitución","28/12",15,1
"Puerto Madero","28/12",15,1
"Villa Luro","28/12",15,1
"La Plata","28/12",15,1
"Villa Pueyrredón","28/12",15,1
"Retiro","28/12",15,1
"Ituzaingó","28/12",15,1
"Agronomía","28/12",15,1
"Palermo","28/12",16,41
"Belgrano","28/12",16,37
"Caballito","28/12",16,27
"Recoleta","28/12",16,25
"Vicente López","28/12",16,25
"Flores","28/12",16,24
"Almagro","28/12",16,21
"Villa Crespo","28/12",16,18
"Parque Chacabuco","28/12",16,16
"Lomas de Zamora","28/12",16,16
"La Matanza","28/12",16,15
"Villa Urquiza","28/12",16,15
"Quilmes","28/12",16,14
"San Isidro","28/12",16,12
"Villa del Parque","28/12",16,12
"Avellaneda","28/12",16,10
"Almirante Brown","28/12",16,9
"Núñez","28/12",16,9
"Monte Castro","28/12",16,9
"General San Martín","28/12",16,8
"Boedo","28/12",16,8
"San Cristóbal","28/12",16,8
"Saavedra","28/12",16,7
"Villa Santa Rita","28/12",16,7
"Balvanera","28/12",16,6
"Mataderos","28/12",16,6
"Tigre","28/12",16,6
"Chacarita","28/12",16,6
"Parque Avellaneda","28/12",16,5
"Villa Pueyrredón","28/12",16,5
"Floresta","28/12",16,5
"Villa Real","28/12",16,5
"Villa Devoto","28/12",16,5
"Rosario","28/12",16,5
"Lanús","28/12",16,5
"Paternal","28/12",16,5
"Barracas","28/12",16,4
"Boca","28/12",16,4
"Villa Luro","28/12",16,4
"Constitución","28/12",16,4
"Morón","28/12",16,4
"San Fernando","28/12",16,4
"Tres de Febrero","28/12",16,4
"Colegiales","28/12",16,4
"Coghlan","28/12",16,3
"Esteban Echeverría","28/12",16,3
"Parque Chas","28/12",16,3
"Malvinas Argentinas","28/12",16,3
"Villa Gral. Mitre","28/12",16,3
"Nueva Pompeya","28/12",16,3
"Monserrat","28/12",16,3
"San Nicolás","28/12",16,3
"Villa Ortúzar","28/12",16,3
"Córdoba","28/12",16,2
"Berazategui","28/12",16,2
"San Miguel","28/12",16,2
"Villa Lugano","28/12",16,2
"Liniers","28/12",16,1
"Moreno","28/12",16,1
"Ezeiza","28/12",16,1
"Villa Riachuelo","28/12",16,1
"La Plata","28/12",16,1
"Hurlingham","28/12",16,1
"Ituzaingó","28/12",16,1
"Agronomía","28/12",16,1
"San Telmo","28/12",16,1
"Villa Soldati","28/12",16,1
"Retiro","28/12",16,1
"Versalles","28/12",16,1
"Flores","28/12",17,26
"Recoleta","28/12",17,25
"Caballito","28/12",17,25
"Belgrano","28/12",17,21
"Palermo","28/12",17,16
"Vicente López","28/12",17,15
"La Matanza","28/12",17,14
"Almagro","28/12",17,14
"Quilmes","28/12",17,13
"Lanús","28/12",17,12
"Villa Crespo","28/12",17,10
"Villa del Parque","28/12",17,10
"Villa Urquiza","28/12",17,10
"Villa Devoto","28/12",17,9
"Balvanera","28/12",17,9
"Núñez","28/12",17,9
"San Isidro","28/12",17,8
"Tres de Febrero","28/12",17,8
"Lomas de Zamora","28/12",17,8
"Boedo","28/12",17,8
"Parque Chacabuco","28/12",17,8
"Avellaneda","28/12",17,6
"Almirante Brown","28/12",17,6
"Floresta","28/12",17,6
"La Plata","28/12",17,5
"Villa Pueyrredón","28/12",17,5
"Morón","28/12",17,4
"Villa Santa Rita","28/12",17,4
"Villa Gral. Mitre","28/12",17,4
"Monte Castro","28/12",17,4
"Constitución","28/12",17,4
"San Telmo","28/12",17,4
"Villa Ortúzar","28/12",17,3
"Chacarita","28/12",17,3
"Saavedra","28/12",17,3
"Paternal","28/12",17,3
"Agronomía","28/12",17,3
"Villa Real","28/12",17,3
"Parque Patricios","28/12",17,3
"Colegiales","28/12",17,3
"Mataderos","28/12",17,3
"Villa Lugano","28/12",17,3
"Ezeiza","28/12",17,3
"Parque Chas","28/12",17,3
"Barracas","28/12",17,3
"Tigre","28/12",17,3
"Merlo","28/12",17,3
"San Fernando","28/12",17,3
"General San Martín","28/12",17,3
"Monserrat","28/12",17,2
"San Cristóbal","28/12",17,2
"Coghlan","28/12",17,2
"San Nicolás","28/12",17,2
"Retiro","28/12",17,2
"Berazategui","28/12",17,2
"San Miguel","28/12",17,2
"Vélez Sársfield","28/12",17,2
"Liniers","28/12",17,1
"Boca","28/12",17,1
"Rosario","28/12",17,1
"Esteban Echeverría","28/12",17,1
"Versalles","28/12",17,1
"Moreno","28/12",17,1
"Parque Avellaneda","28/12",17,1
"Hurlingham","28/12",17,1
"Florencio Varela","28/12",17,1
"Malvinas Argentinas","28/12",17,1
"Ituzaingó","28/12",17,1
"Nueva Pompeya","28/12",17,1
"Palermo","28/12",18,42
"Caballito","28/12",18,27
"Flores","28/12",18,22
"Belgrano","28/12",18,17
"Vélez Sársfield","28/12",18,15
"Balvanera","28/12",18,14
"Villa del Parque","28/12",18,14
"Recoleta","28/12",18,13
"Almagro","28/12",18,13
"Villa Crespo","28/12",18,12
"Tres de Febrero","28/12",18,11
"San Isidro","28/12",18,11
"La Matanza","28/12",18,10
"Villa Devoto","28/12",18,9
"Monte Castro","28/12",18,9
"Lomas de Zamora","28/12",18,9
"Parque Chacabuco","28/12",18,8
"Lanús","28/12",18,8
"Vicente López","28/12",18,8
"San Fernando","28/12",18,7
"Villa Urquiza","28/12",18,7
"Avellaneda","28/12",18,6
"Villa Santa Rita","28/12",18,6
"Saavedra","28/12",18,6
"Morón","28/12",18,5
"Chacarita","28/12",18,5
"Núñez","28/12",18,5
"Colegiales","28/12",18,5
"Quilmes","28/12",18,5
"Coghlan","28/12",18,5
"Merlo","28/12",18,4
"General San Martín","28/12",18,4
"Floresta","28/12",18,4
"Mataderos","28/12",18,4
"Parque Avellaneda","28/12",18,4
"Villa Lugano","28/12",18,3
"Villa Pueyrredón","28/12",18,3
"Almirante Brown","28/12",18,3
"San Cristóbal","28/12",18,3
"Liniers","28/12",18,3
"Esteban Echeverría","28/12",18,3
"San Miguel","28/12",18,3
"Hurlingham","28/12",18,3
"Moreno","28/12",18,3
"La Plata","28/12",18,3
"Retiro","28/12",18,3
"Barracas","28/12",18,3
"Villa Gral. Mitre","28/12",18,2
"Boedo","28/12",18,2
"Boca","28/12",18,2
"Monserrat","28/12",18,2
"Ezeiza","28/12",18,2
"Florencio Varela","28/12",18,2
"Agronomía","28/12",18,2
"Constitución","28/12",18,2
"Berazategui","28/12",18,2
"Villa Ortúzar","28/12",18,2
"Ituzaingó","28/12",18,2
"Paternal","28/12",18,2
"Villa Soldati","28/12",18,1
"Villa Real","28/12",18,1
"San Telmo","28/12",18,1
"Versalles","28/12",18,1
"Nueva Pompeya","28/12",18,1
"Parque Chas","28/12",18,1
"Tigre","28/12",18,1
"Rosario","28/12",18,1
"Caballito","28/12",19,49
"Palermo","28/12",19,41
"Lanús","28/12",19,38
"Belgrano","28/12",19,31
"Almagro","28/12",19,27
"La Matanza","28/12",19,25
"Recoleta","28/12",19,23
"Flores","28/12",19,20
"Lomas de Zamora","28/12",19,20
"Balvanera","28/12",19,20
"Avellaneda","28/12",19,17
"Morón","28/12",19,17
"Vicente López","28/12",19,16
"La Plata","28/12",19,16
"Villa Urquiza","28/12",19,15
"Villa Crespo","28/12",19,15
"Villa del Parque","28/12",19,15
"Villa Gral. Mitre","28/12",19,14
"San Isidro","28/12",19,13
"Villa Santa Rita","28/12",19,13
"Quilmes","28/12",19,12
"Tres de Febrero","28/12",19,11
"Almirante Brown","28/12",19,11
"General San Martín","28/12",19,11
"Ituzaingó","28/12",19,10
"Villa Devoto","28/12",19,10
"Núñez","28/12",19,10
"Villa Lugano","28/12",19,9
"Parque Avellaneda","28/12",19,9
"Rosario","28/12",19,8
"Colegiales","28/12",19,8
"Parque Chacabuco","28/12",19,8
"Mataderos","28/12",19,8
"San Fernando","28/12",19,8
"Villa Luro","28/12",19,7
"Monte Castro","28/12",19,7
"Tigre","28/12",19,7
"Vélez Sársfield","28/12",19,6
"Berazategui","28/12",19,6
"San Cristóbal","28/12",19,6
"Moreno","28/12",19,6
"San Miguel","28/12",19,6
"Boedo","28/12",19,6
"Barracas","28/12",19,6
"Esteban Echeverría","28/12",19,6
"Córdoba","28/12",19,6
"Saavedra","28/12",19,6
"Villa Pueyrredón","28/12",19,6
"Florencio Varela","28/12",19,6
"Paternal","28/12",19,5
"Chacarita","28/12",19,5
"Constitución","28/12",19,5
"Floresta","28/12",19,4
"San Nicolás","28/12",19,4
"Monserrat","28/12",19,4
"Hurlingham","28/12",19,4
"Malvinas Argentinas","28/12",19,3
"Merlo","28/12",19,3
"Retiro","28/12",19,3
"Villa Real","28/12",19,3
"Coghlan","28/12",19,3
"Parque Chas","28/12",19,3
"Parque Patricios","28/12",19,3
"Liniers","28/12",19,2
"José C. Paz","28/12",19,2
"Versalles","28/12",19,2
"Mendoza","28/12",19,2
"Boca","28/12",19,2
"Nueva Pompeya","28/12",19,2
"Agronomía","28/12",19,2
"San Telmo","28/12",19,1
"Villa Ortúzar","28/12",19,1
"Ezeiza","28/12",19,1
"Caballito","28/12",20,46
"Palermo","28/12",20,41
"La Matanza","28/12",20,34
"Flores","28/12",20,30
"Lanús","28/12",20,29
"Almagro","28/12",20,28
"Balvanera","28/12",20,26
"Belgrano","28/12",20,23
"Lomas de Zamora","28/12",20,20
"Villa Urquiza","28/12",20,20
"Recoleta","28/12",20,20
"General San Martín","28/12",20,19
"Villa Crespo","28/12",20,18
"Tres de Febrero","28/12",20,18
"Vicente López","28/12",20,18
"Parque Chacabuco","28/12",20,16
"Quilmes","28/12",20,16
"Saavedra","28/12",20,16
"Avellaneda","28/12",20,16
"San Fernando","28/12",20,13
"Morón","28/12",20,13
"San Isidro","28/12",20,13
"Villa Devoto","28/12",20,13
"Núñez","28/12",20,12
"Villa Santa Rita","28/12",20,11
"La Plata","28/12",20,11
"Almirante Brown","28/12",20,10
"Villa Gral. Mitre","28/12",20,10
"San Cristóbal","28/12",20,9
"Villa del Parque","28/12",20,9
"Esteban Echeverría","28/12",20,8
"Boedo","28/12",20,8
"Tigre","28/12",20,7
"Merlo","28/12",20,7
"Villa Lugano","28/12",20,7
"Parque Avellaneda","28/12",20,7
"Constitución","28/12",20,6
"Chacarita","28/12",20,6
"Floresta","28/12",20,6
"Moreno","28/12",20,5
"Villa Ortúzar","28/12",20,5
"Agronomía","28/12",20,5
"Parque Chas","28/12",20,5
"Rosario","28/12",20,5
"Colegiales","28/12",20,5
"Monserrat","28/12",20,5
"Monte Castro","28/12",20,4
"Barracas","28/12",20,4
"Berazategui","28/12",20,4
"Nueva Pompeya","28/12",20,4
"Mataderos","28/12",20,3
"Villa Real","28/12",20,3
"Florencio Varela","28/12",20,3
"Ezeiza","28/12",20,3
"Malvinas Argentinas","28/12",20,3
"Ituzaingó","28/12",20,3
"Villa Luro","28/12",20,3
"Liniers","28/12",20,3
"Retiro","28/12",20,3
"Versalles","28/12",20,3
"Boca","28/12",20,3
"Parque Patricios","28/12",20,3
"San Telmo","28/12",20,3
"San Miguel","28/12",20,2
"Vélez Sársfield","28/12",20,2
"San Nicolás","28/12",20,2
"Hurlingham","28/12",20,1
"Paternal","28/12",20,1
"Villa Soldati","28/12",20,1
"Villa Pueyrredón","28/12",20,1
"Coghlan","28/12",20,1
"Mendoza","28/12",20,1
"Belgrano","28/12",21,30
"Palermo","28/12",21,27
"Flores","28/12",21,24
"Caballito","28/12",21,23
"Quilmes","28/12",21,19
"Villa del Parque","28/12",21,16
"Almagro","28/12",21,16
"La Matanza","28/12",21,16
"Villa Crespo","28/12",21,15
"Núñez","28/12",21,14
"Avellaneda","28/12",21,14
"Villa Urquiza","28/12",21,13
"Recoleta","28/12",21,13
"San Isidro","28/12",21,12
"Vicente López","28/12",21,11
"Villa Lugano","28/12",21,11
"Lanús","28/12",21,11
"Almirante Brown","28/12",21,10
"Villa Gral. Mitre","28/12",21,9
"Villa Devoto","28/12",21,9
"Lomas de Zamora","28/12",21,9
"Villa Santa Rita","28/12",21,8
"Parque Chacabuco","28/12",21,8
"Colegiales","28/12",21,8
"Boedo","28/12",21,7
"San Cristóbal","28/12",21,7
"San Nicolás","28/12",21,7
"Tres de Febrero","28/12",21,6
"Mataderos","28/12",21,6
"Monserrat","28/12",21,6
"Esteban Echeverría","28/12",21,5
"Villa Ortúzar","28/12",21,5
"Morón","28/12",21,5
"General San Martín","28/12",21,5
"Monte Castro","28/12",21,5
"Balvanera","28/12",21,5
"Parque Avellaneda","28/12",21,5
"Liniers","28/12",21,5
"San Miguel","28/12",21,4
"Paternal","28/12",21,4
"José C. Paz","28/12",21,4
"Agronomía","28/12",21,4
"La Plata","28/12",21,4
"Chacarita","28/12",21,4
"Barracas","28/12",21,4
"Floresta","28/12",21,4
"San Fernando","28/12",21,3
"Malvinas Argentinas","28/12",21,3
"Villa Luro","28/12",21,3
"Nueva Pompeya","28/12",21,3
"Retiro","28/12",21,3
"Berazategui","28/12",21,3
"Boca","28/12",21,3
"Tigre","28/12",21,3
"Constitución","28/12",21,3
"Villa Pueyrredón","28/12",21,3
"Ezeiza","28/12",21,2
"Rosario","28/12",21,2
"Parque Chas","28/12",21,2
"Hurlingham","28/12",21,2
"Villa Real","28/12",21,2
"Moreno","28/12",21,2
"Saavedra","28/12",21,2
"Villa Riachuelo","28/12",21,1
"Puerto Madero","28/12",21,1
"San Telmo","28/12",21,1
"Parque Patricios","28/12",21,1
"Florencio Varela","28/12",21,1
"Vélez Sársfield","28/12",21,1
"Coghlan","28/12",21,1
"Versalles","28/12",21,1
"Merlo","28/12",21,1
"Palermo","28/12",22,38
"Caballito","28/12",22,34
"Recoleta","28/12",22,26
"Flores","28/12",22,16
"Balvanera","28/12",22,14
"Villa Crespo","28/12",22,14
"Villa Devoto","28/12",22,14
"Almagro","28/12",22,13
"San Isidro","28/12",22,13
"Villa Urquiza","28/12",22,10
"Belgrano","28/12",22,10
"Lomas de Zamora","28/12",22,9
"Núñez","28/12",22,9
"Lanús","28/12",22,9
"Tres de Febrero","28/12",22,8
"La Matanza","28/12",22,8
"Parque Chacabuco","28/12",22,8
"Villa del Parque","28/12",22,8
"Almirante Brown","28/12",22,8
"Avellaneda","28/12",22,8
"Mataderos","28/12",22,7
"Moreno","28/12",22,7
"San Fernando","28/12",22,7
"Berazategui","28/12",22,7
"Saavedra","28/12",22,6
"Colegiales","28/12",22,6
"Florencio Varela","28/12",22,5
"Esteban Echeverría","28/12",22,5
"Quilmes","28/12",22,5
"Morón","28/12",22,5
"Boedo","28/12",22,5
"Vicente López","28/12",22,5
"Floresta","28/12",22,4
"Villa Santa Rita","28/12",22,4
"La Plata","28/12",22,4
"General San Martín","28/12",22,4
"Villa Gral. Mitre","28/12",22,4
"Parque Avellaneda","28/12",22,4
"Villa Real","28/12",22,4
"Rosario","28/12",22,4
"Coghlan","28/12",22,4
"Villa Luro","28/12",22,4
"Parque Patricios","28/12",22,3
"Paternal","28/12",22,3
"San Miguel","28/12",22,3
"San Nicolás","28/12",22,3
"Liniers","28/12",22,3
"Monserrat","28/12",22,3
"Versalles","28/12",22,3
"Chacarita","28/12",22,3
"Barracas","28/12",22,3
"José C. Paz","28/12",22,2
"Parque Chas","28/12",22,2
"Nueva Pompeya","28/12",22,2
"Tigre","28/12",22,2
"Córdoba","28/12",22,2
"San Telmo","28/12",22,2
"Vélez Sársfield","28/12",22,2
"Villa Lugano","28/12",22,2
"Monte Castro","28/12",22,1
"Hurlingham","28/12",22,1
"Villa Ortúzar","28/12",22,1
"Merlo","28/12",22,1
"Retiro","28/12",22,1
"Boca","28/12",22,1
"Ituzaingó","28/12",22,1
"Constitución","28/12",22,1
"Villa Soldati","28/12",22,1
"Palermo","28/12",23,22
"Caballito","28/12",23,19
"Villa Crespo","28/12",23,15
"Quilmes","28/12",23,12
"Belgrano","28/12",23,12
"Villa Urquiza","28/12",23,11
"Lanús","28/12",23,11
"La Matanza","28/12",23,9
"Parque Chacabuco","28/12",23,8
"Recoleta","28/12",23,8
"Almirante Brown","28/12",23,8
"Villa del Parque","28/12",23,8
"Morón","28/12",23,8
"San Isidro","28/12",23,7
"Avellaneda","28/12",23,7
"Vicente López","28/12",23,7
"Villa Gral. Mitre","28/12",23,7
"Lomas de Zamora","28/12",23,7
"Balvanera","28/12",23,7
"Tres de Febrero","28/12",23,6
"Villa Devoto","28/12",23,6
"Almagro","28/12",23,6
"Flores","28/12",23,6
"Ituzaingó","28/12",23,5
"Mataderos","28/12",23,5
"Saavedra","28/12",23,5
"La Plata","28/12",23,5
"Boedo","28/12",23,5
"Núñez","28/12",23,5
"Vélez Sársfield","28/12",23,4
"San Cristóbal","28/12",23,4
"Berazategui","28/12",23,4
"Villa Real","28/12",23,4
"Rosario","28/12",23,3
"Tigre","28/12",23,3
"Florencio Varela","28/12",23,3
"Villa Pueyrredón","28/12",23,3
"Parque Chas","28/12",23,3
"Retiro","28/12",23,3
"Villa Lugano","28/12",23,3
"General San Martín","28/12",23,3
"Villa Santa Rita","28/12",23,3
"Coghlan","28/12",23,3
"Colegiales","28/12",23,3
"Barracas","28/12",23,3
"Parque Avellaneda","28/12",23,2
"Hurlingham","28/12",23,2
"Boca","28/12",23,2
"Monte Castro","28/12",23,2
"Monserrat","28/12",23,2
"Merlo","28/12",23,2
"San Fernando","28/12",23,2
"San Miguel","28/12",23,2
"Villa Luro","28/12",23,2
"San Telmo","28/12",23,2
"Paternal","28/12",23,2
"Esteban Echeverría","28/12",23,1
"Ezeiza","28/12",23,1
"Nueva Pompeya","28/12",23,1
"Chacarita","28/12",23,1
"José C. Paz","28/12",23,1
"Liniers","28/12",23,1
"Malvinas Argentinas","28/12",23,1
"Floresta","28/12",23,1
"Moreno","28/12",23,1
"Parque Patricios","28/12",23,1
"Córdoba","28/12",23,1
"Puerto Madero","28/12",23,1
"San Nicolás","28/12",23,1
"Constitución","28/12",23,1
"Versalles","28/12",23,1
"Palermo","29/12",0,17
"Caballito","29/12",0,17
"Recoleta","29/12",0,13
"La Matanza","29/12",0,12
"Tres de Febrero","29/12",0,9
"San Fernando","29/12",0,9
"Flores","29/12",0,9
"Lanús","29/12",0,9
"Vicente López","29/12",0,9
"Balvanera","29/12",0,8
"Almagro","29/12",0,8
"Villa Crespo","29/12",0,7
"Belgrano","29/12",0,7
"Boca","29/12",0,7
"Quilmes","29/12",0,6
"Almirante Brown","29/12",0,6
"Berazategui","29/12",0,6
"Núñez","29/12",0,6
"San Isidro","29/12",0,6
"Avellaneda","29/12",0,6
"Monte Castro","29/12",0,4
"Parque Avellaneda","29/12",0,4
"Villa del Parque","29/12",0,4
"Villa Gral. Mitre","29/12",0,4
"Saavedra","29/12",0,3
"Floresta","29/12",0,3
"Villa Pueyrredón","29/12",0,3
"Moreno","29/12",0,3
"Villa Urquiza","29/12",0,3
"General San Martín","29/12",0,3
"La Plata","29/12",0,3
"Paternal","29/12",0,3
"Esteban Echeverría","29/12",0,3
"Barracas","29/12",0,3
"Ituzaingó","29/12",0,2
"Rosario","29/12",0,2
"Liniers","29/12",0,2
"Boedo","29/12",0,2
"Villa Devoto","29/12",0,2
"Tigre","29/12",0,2
"Ezeiza","29/12",0,2
"Mataderos","29/12",0,2
"Merlo","29/12",0,2
"San Cristóbal","29/12",0,2
"Lomas de Zamora","29/12",0,2
"Colegiales","29/12",0,2
"Morón","29/12",0,1
"San Miguel","29/12",0,1
"Villa Luro","29/12",0,1
"Parque Chacabuco","29/12",0,1
"San Telmo","29/12",0,1
"Malvinas Argentinas","29/12",0,1
"Chacarita","29/12",0,1
"Retiro","29/12",0,1
"Villa Soldati","29/12",0,1
"Villa Lugano","29/12",0,1
"Villa Real","29/12",0,1
"Vélez Sársfield","29/12",0,1
"Villa Santa Rita","29/12",0,1
"San Nicolás","29/12",0,1
"Constitución","29/12",0,1
"Versalles","29/12",0,1
"Monserrat","29/12",0,1
"Coghlan","29/12",0,1
"Palermo","29/12",1,12
"Avellaneda","29/12",1,8
"Quilmes","29/12",1,8
"Recoleta","29/12",1,8
"Belgrano","29/12",1,7
"Vicente López","29/12",1,7
"Villa del Parque","29/12",1,7
"Saavedra","29/12",1,6
"Floresta","29/12",1,6
"Flores","29/12",1,6
"Colegiales","29/12",1,6
"Balvanera","29/12",1,6
"Caballito","29/12",1,6
"Almagro","29/12",1,5
"Villa Crespo","29/12",1,5
"Lomas de Zamora","29/12",1,5
"San Fernando","29/12",1,5
"Mataderos","29/12",1,4
"La Matanza","29/12",1,4
"Lanús","29/12",1,4
"Almirante Brown","29/12",1,4
"Villa Gral. Mitre","29/12",1,3
"San Isidro","29/12",1,3
"General San Martín","29/12",1,3
"Vélez Sársfield","29/12",1,3
"Paternal","29/12",1,3
"La Plata","29/12",1,3
"Núñez","29/12",1,3
"Morón","29/12",1,2
"Monte Castro","29/12",1,2
"Parque Chacabuco","29/12",1,2
"Versalles","29/12",1,2
"Chacarita","29/12",1,2
"Villa Urquiza","29/12",1,2
"Coghlan","29/12",1,2
"Tres de Febrero","29/12",1,2
"Villa Luro","29/12",1,2
"Parque Patricios","29/12",1,2
"Villa Santa Rita","29/12",1,2
"Villa Devoto","29/12",1,2
"Merlo","29/12",1,1
"Villa Lugano","29/12",1,1
"Liniers","29/12",1,1
"Nueva Pompeya","29/12",1,1
"Ituzaingó","29/12",1,1
"Parque Avellaneda","29/12",1,1
"Agronomía","29/12",1,1
"Córdoba","29/12",1,1
"Esteban Echeverría","29/12",1,1
"Boedo","29/12",1,1
"San Cristóbal","29/12",1,1
"San Miguel","29/12",1,1
"San Nicolás","29/12",1,1
"Villa Real","29/12",1,1
"Ezeiza","29/12",1,1
"Rosario","29/12",1,1
"Hurlingham","29/12",1,1
"La Matanza","29/12",2,10
"Villa Crespo","29/12",2,7
"Caballito","29/12",2,6
"Flores","29/12",2,6
"Villa del Parque","29/12",2,6
"Avellaneda","29/12",2,5
"Villa Pueyrredón","29/12",2,5
"Palermo","29/12",2,5
"Almirante Brown","29/12",2,5
"Villa Lugano","29/12",2,4
"Balvanera","29/12",2,4
"Villa Santa Rita","29/12",2,4
"Lanús","29/12",2,4
"Villa Urquiza","29/12",2,3
"Parque Chas","29/12",2,3
"La Plata","29/12",2,3
"Vicente López","29/12",2,3
"Belgrano","29/12",2,3
"San Isidro","29/12",2,3
"Quilmes","29/12",2,3
"San Cristóbal","29/12",2,3
"Rosario","29/12",2,3
"Lomas de Zamora","29/12",2,2
"Monte Castro","29/12",2,2
"Ituzaingó","29/12",2,2
"Morón","29/12",2,2
"Parque Chacabuco","29/12",2,2
"Recoleta","29/12",2,2
"Boedo","29/12",2,2
"Villa Real","29/12",2,2
"Almagro","29/12",2,2
"Berazategui","29/12",2,2
"Colegiales","29/12",2,2
"General San Martín","29/12",2,2
"Liniers","29/12",2,1
"Barracas","29/12",2,1
"Parque Patricios","29/12",2,1
"Paternal","29/12",2,1
"Mataderos","29/12",2,1
"Vélez Sársfield","29/12",2,1
"Villa Devoto","29/12",2,1
"Parque Avellaneda","29/12",2,1
"Agronomía","29/12",2,1
"Saavedra","29/12",2,1
"Retiro","29/12",2,1
"Núñez","29/12",2,1
"Esteban Echeverría","29/12",2,1
"Versalles","29/12",2,1
"Palermo","29/12",3,8
"Caballito","29/12",3,7
"Villa Urquiza","29/12",3,5
"Villa Crespo","29/12",3,5
"Lomas de Zamora","29/12",3,5
"Almagro","29/12",3,3
"Almirante Brown","29/12",3,3
"Balvanera","29/12",3,3
"Avellaneda","29/12",3,3
"Vicente López","29/12",3,3
"San Cristóbal","29/12",3,3
"Mataderos","29/12",3,3
"Flores","29/12",3,3
"Ituzaingó","29/12",3,3
"Lanús","29/12",3,3
"General San Martín","29/12",3,2
"Villa Devoto","29/12",3,2
"Quilmes","29/12",3,2
"Tres de Febrero","29/12",3,2
"Berazategui","29/12",3,2
"Monte Castro","29/12",3,1
"Núñez","29/12",3,1
"Rosario","29/12",3,1
"Villa Luro","29/12",3,1
"Boedo","29/12",3,1
"Versalles","29/12",3,1
"Esteban Echeverría","29/12",3,1
"Villa Gral. Mitre","29/12",3,1
"Belgrano","29/12",3,1
"Villa Lugano","29/12",3,1
"La Plata","29/12",3,1
"Paternal","29/12",3,1
"Parque Chacabuco","29/12",3,1
"Barracas","29/12",3,1
"Villa Pueyrredón","29/12",3,1
"Retiro","29/12",3,1
"Moreno","29/12",3,1
"La Matanza","29/12",3,1
"San Nicolás","29/12",3,1
"Hurlingham","29/12",3,1
"Villa Luro","29/12",4,3
"Caballito","29/12",4,3
"Palermo","29/12",4,3
"Almirante Brown","29/12",4,2
"General San Martín","29/12",4,2
"Parque Avellaneda","29/12",4,2
"Villa Urquiza","29/12",4,2
"Villa Crespo","29/12",4,2
"Merlo","29/12",4,2
"Paternal","29/12",4,2
"Malvinas Argentinas","29/12",4,2
"Vicente López","29/12",4,2
"Quilmes","29/12",4,2
"Balvanera","29/12",4,2
"Villa Devoto","29/12",4,1
"Moreno","29/12",4,1
"Córdoba","29/12",4,1
"Recoleta","29/12",4,1
"San Telmo","29/12",4,1
"Chacarita","29/12",4,1
"Parque Chacabuco","29/12",4,1
"San Fernando","29/12",4,1
"Liniers","29/12",4,1
"Almagro","29/12",4,1
"Parque Chas","29/12",4,1
"Tres de Febrero","29/12",4,1
"Barracas","29/12",4,1
"La Plata","29/12",4,1
"Saavedra","29/12",4,1
"Avellaneda","29/12",5,3
"San Cristóbal","29/12",5,2
"Villa Crespo","29/12",5,2
"Chacarita","29/12",5,1
"Morón","29/12",5,1
"Córdoba","29/12",5,1
"Palermo","29/12",5,1
"Balvanera","29/12",5,1
"Vélez Sársfield","29/12",5,1
"Mataderos","29/12",5,1
"Caballito","29/12",5,1
"Barracas","29/12",5,1
"Villa Urquiza","29/12",5,1
"Tigre","29/12",5,1
"Almirante Brown","29/12",5,1
"Caballito","29/12",6,5
"Avellaneda","29/12",6,2
"Paternal","29/12",6,2
"Balvanera","29/12",6,1
"Merlo","29/12",6,1
"Saavedra","29/12",6,1
"Palermo","29/12",6,1
"Villa Riachuelo","29/12",6,1
"Morón","29/12",6,1
"Quilmes","29/12",6,1
"Parque Avellaneda","29/12",6,1
"Lomas de Zamora","29/12",6,1
"Villa Crespo","29/12",6,1
"Vicente López","29/12",6,1
"La Plata","29/12",6,1
