"nombre","dia","hora","cantidad"
"Palermo","24/12",3,2
"Parque Patricios","24/12",3,1
"Villa Urquiza","24/12",9,1
"Villa Ortúzar","24/12",9,1
"Palermo","24/12",10,1
"Palermo","24/12",11,1
"Recoleta","24/12",15,3
"Villa Ortúzar","24/12",15,1
"Palermo","24/12",15,1
"Flores","24/12",16,2
"Villa Ortúzar","24/12",16,1
"Tigre","24/12",16,1
"Villa Urquiza","24/12",16,1
"Belgrano","24/12",16,1
"Villa Ortúzar","24/12",17,5
"Palermo","24/12",17,4
"Villa Urquiza","24/12",17,3
"Monte Castro","24/12",17,1
"Caballito","24/12",18,2
"Palermo","24/12",18,2
"Villa del Parque","24/12",18,1
"Parque Chacabuco","24/12",18,1
"Parque Patricios","24/12",18,1
"Villa Crespo","24/12",18,1
"Villa Devoto","24/12",18,1
"Monte Castro","24/12",18,1
"Saavedra","24/12",18,1
"Flores","24/12",18,1
"Villa Urquiza","24/12",18,1
"Palermo","24/12",19,2
"Almirante Brown","24/12",19,2
"Boedo","24/12",19,2
"Barracas","24/12",19,2
"La Matanza","24/12",19,2
"Recoleta","24/12",19,1
"Chacarita","24/12",19,1
"Parque Chacabuco","24/12",19,1
"Paternal","24/12",19,1
"Saavedra","24/12",19,1
"Parque Chas","24/12",19,1
"Monte Castro","24/12",19,1
"Villa Santa Rita","24/12",19,1
"Balvanera","24/12",19,1
"Villa Crespo","24/12",19,1
"Nueva Pompeya","24/12",19,1
"Palermo","24/12",20,8
"Caballito","24/12",20,3
"Villa Crespo","24/12",20,3
"Lanús","24/12",20,2
"San Fernando","24/12",20,2
"San Isidro","24/12",20,2
"Recoleta","24/12",20,1
"San Cristóbal","24/12",20,1
"General San Martín","24/12",20,1
"Villa Urquiza","24/12",20,1
"Parque Chas","24/12",20,1
"Balvanera","24/12",20,1
"Monte Castro","24/12",20,1
"Esteban Echeverría","24/12",20,1
"Lomas de Zamora","24/12",20,1
"Belgrano","24/12",20,1
"Florencio Varela","24/12",20,1
"Rosario","24/12",20,1
"Villa Gral. Mitre","24/12",20,1
"Colegiales","24/12",21,1
"Recoleta","24/12",21,1
"Almagro","24/12",21,1
"Villa Crespo","24/12",21,1
"Parque Avellaneda","24/12",21,1
"Esteban Echeverría","24/12",21,1
"Belgrano","24/12",21,1
"Villa Devoto","24/12",21,1
"Floresta","24/12",21,1
"Palermo","24/12",21,1
"Vélez Sársfield","24/12",21,1
"Villa Ortúzar","24/12",21,1
"Lanús","24/12",22,1
"Villa Luro","24/12",22,1
"Avellaneda","24/12",22,1
"Flores","24/12",22,1
"Balvanera","24/12",23,1
"San Isidro","24/12",23,1
"Quilmes","24/12",23,1
"Belgrano","24/12",23,1
"Caballito","24/12",23,1
"Esteban Echeverría","25/12",0,1
"San Cristóbal","25/12",0,1
"Ezeiza","25/12",0,1
"Caballito","25/12",1,1
"Quilmes","25/12",1,1
"Recoleta","25/12",1,1
"Quilmes","25/12",2,1
"Tigre","25/12",2,1
"Villa del Parque","25/12",2,1
"Villa Crespo","25/12",3,2
"Avellaneda","25/12",3,1
"Palermo","25/12",3,1
"Lomas de Zamora","25/12",3,1
"Villa Lugano","25/12",3,1
"La Matanza","25/12",4,1
"Flores","25/12",4,1
"Belgrano","25/12",7,1
"Villa Devoto","25/12",8,1
"Villa Crespo","25/12",9,1
"Colegiales","25/12",10,1
"Almagro","25/12",10,1
"Belgrano","25/12",10,1
"Morón","25/12",11,1
"Villa Santa Rita","25/12",11,1
"Flores","25/12",11,1
"Balvanera","25/12",12,1
"Lanús","25/12",12,1
"Villa Urquiza","25/12",12,1
"Parque Chas","25/12",12,1
"Belgrano","25/12",12,1
"Caballito","25/12",12,1
"Almagro","25/12",12,1
"Flores","25/12",13,1
"Lomas de Zamora","25/12",13,1
"Almagro","25/12",13,1
"Parque Chacabuco","25/12",13,1
"Flores","25/12",14,1
"La Matanza","25/12",15,1
"Palermo","25/12",16,1
"Saavedra","25/12",16,1
"Villa Crespo","25/12",17,1
"Monte Castro","25/12",18,1
"Vélez Sársfield","25/12",18,1
"Barracas","25/12",18,1
"Flores","25/12",18,1
"Liniers","25/12",18,1
"Villa del Parque","25/12",19,2
"Quilmes","25/12",19,1
"Almirante Brown","25/12",19,1
"Villa Gral. Mitre","25/12",19,1
"Tres de Febrero","25/12",19,1
"Belgrano","25/12",19,1
"Mataderos","25/12",19,1
"Flores","25/12",19,1
"Villa Lugano","25/12",19,1
"San Nicolás","25/12",20,2
"Parque Avellaneda","25/12",20,1
"Balvanera","25/12",20,1
"Recoleta","25/12",20,1
"Avellaneda","25/12",20,1
"Villa Urquiza","25/12",20,1
"Villa Devoto","25/12",20,1
"Floresta","25/12",20,1
"Rosario","25/12",20,1
"Flores","25/12",21,1
"Caballito","25/12",21,1
"San Fernando","25/12",21,1
"Villa del Parque","25/12",21,1
"Vélez Sársfield","25/12",21,1
"Lanús","25/12",21,1
"Retiro","25/12",21,1
"Morón","25/12",21,1
"Recoleta","25/12",21,1
"Villa Devoto","25/12",22,3
"Parque Avellaneda","25/12",22,1
"Villa Luro","25/12",22,1
"Morón","25/12",22,1
"San Cristóbal","25/12",22,1
"Monte Castro","25/12",22,1
"Vélez Sársfield","25/12",22,1
"Villa Santa Rita","25/12",23,2
"Liniers","25/12",23,1
"Monte Castro","25/12",23,1
"Palermo","25/12",23,1
"Villa Urquiza","25/12",23,1
"Monserrat","25/12",23,1
"Quilmes","25/12",23,1
"Villa Gral. Mitre","25/12",23,1
"Lomas de Zamora","25/12",23,1
"Parque Avellaneda","25/12",23,1
"Caballito","26/12",0,1
"Vélez Sársfield","26/12",0,1
"Floresta","26/12",0,1
"Villa Luro","26/12",0,1
"Belgrano","26/12",0,1
"Caballito","26/12",1,1
"Avellaneda","26/12",1,1
"Villa Lugano","26/12",1,1
"Hurlingham","26/12",1,1
"Palermo","26/12",1,1
"La Matanza","26/12",1,1
"Villa Santa Rita","26/12",1,1
"San Isidro","26/12",1,1
"La Matanza","26/12",2,1
"Balvanera","26/12",2,1
"Almagro","26/12",2,1
"Belgrano","26/12",2,1
"Floresta","26/12",2,1
"Colegiales","26/12",2,1
"Villa Gral. Mitre","26/12",3,1
"Morón","26/12",3,1
"Belgrano","26/12",3,1
"Parque Chacabuco","26/12",5,1
"Berazategui","26/12",6,1
"Palermo","26/12",8,2
"Villa Urquiza","26/12",8,1
"Quilmes","26/12",8,1
"Morón","26/12",8,1
"Villa Urquiza","26/12",9,2
"Villa Crespo","26/12",9,2
"Quilmes","26/12",9,1
"Boedo","26/12",9,1
"Parque Avellaneda","26/12",9,1
"Esteban Echeverría","26/12",9,1
"Recoleta","26/12",9,1
"Palermo","26/12",9,1
"San Isidro","26/12",9,1
"Avellaneda","26/12",10,12
"Lomas de Zamora","26/12",10,8
"Almagro","26/12",10,6
"Caballito","26/12",10,5
"San Isidro","26/12",10,4
"Quilmes","26/12",10,4
"Villa Crespo","26/12",10,4
"Palermo","26/12",10,4
"Lanús","26/12",10,4
"La Matanza","26/12",10,3
"Balvanera","26/12",10,3
"San Nicolás","26/12",10,3
"Villa Riachuelo","26/12",10,3
"Colegiales","26/12",10,3
"Villa Urquiza","26/12",10,3
"Villa Devoto","26/12",10,3
"Villa Santa Rita","26/12",10,2
"Recoleta","26/12",10,2
"Almirante Brown","26/12",10,2
"General San Martín","26/12",10,2
"Parque Chacabuco","26/12",10,2
"Boedo","26/12",10,2
"La Plata","26/12",10,2
"Mataderos","26/12",10,2
"Esteban Echeverría","26/12",10,2
"Vicente López","26/12",10,2
"Flores","26/12",10,1
"Villa Real","26/12",10,1
"Córdoba","26/12",10,1
"Villa Lugano","26/12",10,1
"Rosario","26/12",10,1
"Boca","26/12",10,1
"Villa Pueyrredón","26/12",10,1
"San Telmo","26/12",10,1
"Monserrat","26/12",10,1
"Barracas","26/12",10,1
"Villa del Parque","26/12",10,1
"Morón","26/12",10,1
"Hurlingham","26/12",10,1
"Belgrano","26/12",10,1
"San Miguel","26/12",10,1
"Almagro","26/12",11,5
"Palermo","26/12",11,5
"Balvanera","26/12",11,3
"Caballito","26/12",11,3
"Villa Devoto","26/12",11,3
"Villa Urquiza","26/12",11,3
"Lanús","26/12",11,3
"Colegiales","26/12",11,3
"Villa Pueyrredón","26/12",11,2
"San Isidro","26/12",11,2
"Vicente López","26/12",11,2
"Villa Crespo","26/12",11,2
"Villa Riachuelo","26/12",11,2
"Córdoba","26/12",11,2
"Parque Patricios","26/12",11,2
"Quilmes","26/12",11,2
"Tres de Febrero","26/12",11,2
"Mataderos","26/12",11,1
"Flores","26/12",11,1
"Villa Ortúzar","26/12",11,1
"Versalles","26/12",11,1
"Monserrat","26/12",11,1
"La Plata","26/12",11,1
"Chacarita","26/12",11,1
"Florencio Varela","26/12",11,1
"Núñez","26/12",11,1
"La Matanza","26/12",11,1
"Mendoza","26/12",11,1
"Tigre","26/12",11,1
"Villa Gral. Mitre","26/12",11,1
"San Nicolás","26/12",11,1
"Avellaneda","26/12",11,1
"Belgrano","26/12",11,1
"Agronomía","26/12",11,1
"Lomas de Zamora","26/12",11,1
"Almagro","26/12",12,5
"Villa Crespo","26/12",12,4
"Palermo","26/12",12,4
"Caballito","26/12",12,3
"Vicente López","26/12",12,3
"La Matanza","26/12",12,2
"San Nicolás","26/12",12,2
"La Plata","26/12",12,2
"Flores","26/12",12,2
"Villa Urquiza","26/12",12,2
"Belgrano","26/12",12,2
"Esteban Echeverría","26/12",12,2
"San Fernando","26/12",12,2
"Colegiales","26/12",12,2
"Quilmes","26/12",12,2
"Parque Patricios","26/12",12,1
"Malvinas Argentinas","26/12",12,1
"Avellaneda","26/12",12,1
"Villa Ortúzar","26/12",12,1
"San Miguel","26/12",12,1
"Villa del Parque","26/12",12,1
"Liniers","26/12",12,1
"Parque Chacabuco","26/12",12,1
"Núñez","26/12",12,1
"Ituzaingó","26/12",12,1
"Recoleta","26/12",12,1
"Villa Lugano","26/12",12,1
"General San Martín","26/12",12,1
"Lomas de Zamora","26/12",12,1
"Chacarita","26/12",12,1
"Balvanera","26/12",12,1
"Parque Avellaneda","26/12",12,1
"Tres de Febrero","26/12",12,1
"Palermo","26/12",13,8
"Caballito","26/12",13,4
"Recoleta","26/12",13,4
"Villa del Parque","26/12",13,4
"Villa Urquiza","26/12",13,4
"Belgrano","26/12",13,4
"Balvanera","26/12",13,3
"Almagro","26/12",13,3
"Tres de Febrero","26/12",13,3
"Vicente López","26/12",13,2
"Villa Santa Rita","26/12",13,2
"La Matanza","26/12",13,2
"Villa Gral. Mitre","26/12",13,2
"Lanús","26/12",13,2
"Villa Devoto","26/12",13,2
"Colegiales","26/12",13,1
"Parque Chacabuco","26/12",13,1
"Mendoza","26/12",13,1
"Saavedra","26/12",13,1
"San Nicolás","26/12",13,1
"Villa Crespo","26/12",13,1
"San Cristóbal","26/12",13,1
"Mataderos","26/12",13,1
"Ituzaingó","26/12",13,1
"Villa Lugano","26/12",13,1
"Agronomía","26/12",13,1
"Córdoba","26/12",13,1
"Lomas de Zamora","26/12",13,1
"Flores","26/12",13,1
"Parque Chas","26/12",13,1
"Floresta","26/12",13,1
"General San Martín","26/12",13,1
"Parque Patricios","26/12",13,1
"San Isidro","26/12",13,1
"Monserrat","26/12",13,1
"Villa Luro","26/12",13,1
"Chacarita","26/12",13,1
"Tigre","26/12",13,1
"San Nicolás","26/12",14,12
"Almagro","26/12",14,9
"Palermo","26/12",14,8
"Vicente López","26/12",14,8
"Flores","26/12",14,8
"Lomas de Zamora","26/12",14,7
"Quilmes","26/12",14,7
"Villa Crespo","26/12",14,7
"Caballito","26/12",14,6
"Parque Avellaneda","26/12",14,5
"Avellaneda","26/12",14,5
"La Matanza","26/12",14,4
"Balvanera","26/12",14,4
"Monserrat","26/12",14,4
"Núñez","26/12",14,4
"Lanús","26/12",14,4
"Berazategui","26/12",14,4
"Boedo","26/12",14,4
"Villa del Parque","26/12",14,3
"Morón","26/12",14,3
"Colegiales","26/12",14,3
"Chacarita","26/12",14,3
"Parque Patricios","26/12",14,3
"Vélez Sársfield","26/12",14,3
"San Cristóbal","26/12",14,3
"Recoleta","26/12",14,3
"Monte Castro","26/12",14,2
"Parque Chacabuco","26/12",14,2
"Villa Santa Rita","26/12",14,2
"Tres de Febrero","26/12",14,2
"Villa Devoto","26/12",14,2
"Belgrano","26/12",14,2
"Floresta","26/12",14,2
"Moreno","26/12",14,2
"Puerto Madero","26/12",14,2
"Almirante Brown","26/12",14,2
"Mataderos","26/12",14,2
"Liniers","26/12",14,2
"Parque Chas","26/12",14,1
"Córdoba","26/12",14,1
"General San Martín","26/12",14,1
"Villa Lugano","26/12",14,1
"La Plata","26/12",14,1
"Tigre","26/12",14,1
"Merlo","26/12",14,1
"Esteban Echeverría","26/12",14,1
"Villa Urquiza","26/12",14,1
"Agronomía","26/12",14,1
"Villa Pueyrredón","26/12",14,1
"Retiro","26/12",14,1
"San Isidro","26/12",14,1
"San Telmo","26/12",14,1
"Barracas","26/12",14,1
"Palermo","26/12",15,27
"Villa Urquiza","26/12",15,9
"Almagro","26/12",15,9
"La Matanza","26/12",15,8
"Caballito","26/12",15,8
"Belgrano","26/12",15,8
"Colegiales","26/12",15,8
"Villa Devoto","26/12",15,6
"San Isidro","26/12",15,6
"Retiro","26/12",15,6
"Flores","26/12",15,6
"Vicente López","26/12",15,5
"La Plata","26/12",15,5
"Villa del Parque","26/12",15,5
"Quilmes","26/12",15,5
"Chacarita","26/12",15,5
"Monserrat","26/12",15,5
"Villa Crespo","26/12",15,5
"Balvanera","26/12",15,4
"Boedo","26/12",15,4
"Barracas","26/12",15,4
"San Cristóbal","26/12",15,4
"Recoleta","26/12",15,4
"Lanús","26/12",15,4
"Mataderos","26/12",15,3
"Saavedra","26/12",15,3
"Morón","26/12",15,3
"Tres de Febrero","26/12",15,3
"Puerto Madero","26/12",15,3
"San Nicolás","26/12",15,3
"Núñez","26/12",15,3
"Rosario","26/12",15,3
"Villa Gral. Mitre","26/12",15,2
"Parque Avellaneda","26/12",15,2
"Villa Pueyrredón","26/12",15,2
"Boca","26/12",15,2
"Avellaneda","26/12",15,2
"Ituzaingó","26/12",15,2
"José C. Paz","26/12",15,2
"Villa Santa Rita","26/12",15,2
"Moreno","26/12",15,2
"Parque Chacabuco","26/12",15,2
"San Fernando","26/12",15,1
"Coghlan","26/12",15,1
"Esteban Echeverría","26/12",15,1
"Liniers","26/12",15,1
"Monte Castro","26/12",15,1
"San Miguel","26/12",15,1
"Floresta","26/12",15,1
"Lomas de Zamora","26/12",15,1
"Villa Ortúzar","26/12",15,1
"Constitución","26/12",15,1
"Almirante Brown","26/12",15,1
"Vélez Sársfield","26/12",15,1
"San Nicolás","26/12",16,13
"Vicente López","26/12",16,12
"Almagro","26/12",16,11
"Palermo","26/12",16,10
"Recoleta","26/12",16,9
"Mataderos","26/12",16,8
"Flores","26/12",16,8
"La Matanza","26/12",16,8
"Villa Urquiza","26/12",16,7
"San Isidro","26/12",16,7
"Quilmes","26/12",16,7
"Caballito","26/12",16,7
"Morón","26/12",16,7
"Belgrano","26/12",16,7
"Villa Crespo","26/12",16,6
"Parque Avellaneda","26/12",16,5
"Villa del Parque","26/12",16,5
"Chacarita","26/12",16,5
"Tres de Febrero","26/12",16,5
"Monte Castro","26/12",16,5
"Liniers","26/12",16,5
"Avellaneda","26/12",16,4
"Saavedra","26/12",16,4
"Colegiales","26/12",16,4
"Villa Pueyrredón","26/12",16,4
"Villa Santa Rita","26/12",16,4
"Núñez","26/12",16,4
"Almirante Brown","26/12",16,4
"General San Martín","26/12",16,4
"Barracas","26/12",16,4
"Merlo","26/12",16,3
"Berazategui","26/12",16,3
"San Fernando","26/12",16,3
"Villa Ortúzar","26/12",16,3
"Lomas de Zamora","26/12",16,3
"Lanús","26/12",16,2
"Villa Luro","26/12",16,2
"Villa Lugano","26/12",16,2
"Esteban Echeverría","26/12",16,2
"Versalles","26/12",16,2
"Balvanera","26/12",16,2
"Tigre","26/12",16,2
"Nueva Pompeya","26/12",16,2
"Vélez Sársfield","26/12",16,2
"Monserrat","26/12",16,2
"Villa Gral. Mitre","26/12",16,2
"Parque Chacabuco","26/12",16,2
"San Cristóbal","26/12",16,2
"Agronomía","26/12",16,2
"Floresta","26/12",16,2
"Coghlan","26/12",16,1
"Paternal","26/12",16,1
"Hurlingham","26/12",16,1
"Moreno","26/12",16,1
"Retiro","26/12",16,1
"La Plata","26/12",16,1
"Villa Real","26/12",16,1
"Parque Chas","26/12",16,1
"Constitución","26/12",16,1
"Villa Devoto","26/12",16,1
"Ituzaingó","26/12",16,1
"José C. Paz","26/12",16,1
"Palermo","26/12",17,19
"Villa Crespo","26/12",17,14
"Caballito","26/12",17,14
"Belgrano","26/12",17,13
"La Matanza","26/12",17,12
"Balvanera","26/12",17,9
"Lomas de Zamora","26/12",17,9
"Recoleta","26/12",17,8
"Vicente López","26/12",17,6
"Morón","26/12",17,6
"Avellaneda","26/12",17,6
"Núñez","26/12",17,6
"Hurlingham","26/12",17,6
"General San Martín","26/12",17,6
"Monte Castro","26/12",17,6
"Villa Urquiza","26/12",17,6
"Villa Santa Rita","26/12",17,6
"Quilmes","26/12",17,5
"Villa del Parque","26/12",17,5
"San Isidro","26/12",17,5
"Tres de Febrero","26/12",17,5
"Lanús","26/12",17,4
"Flores","26/12",17,4
"Almagro","26/12",17,4
"Parque Chacabuco","26/12",17,4
"Mataderos","26/12",17,4
"Boedo","26/12",17,4
"Retiro","26/12",17,3
"Monserrat","26/12",17,3
"Colegiales","26/12",17,3
"Villa Devoto","26/12",17,3
"Barracas","26/12",17,2
"Vélez Sársfield","26/12",17,2
"Villa Gral. Mitre","26/12",17,2
"Saavedra","26/12",17,2
"Parque Avellaneda","26/12",17,2
"San Cristóbal","26/12",17,2
"Villa Riachuelo","26/12",17,2
"San Nicolás","26/12",17,1
"Florencio Varela","26/12",17,1
"Boca","26/12",17,1
"Villa Lugano","26/12",17,1
"Liniers","26/12",17,1
"San Telmo","26/12",17,1
"Villa Ortúzar","26/12",17,1
"Almirante Brown","26/12",17,1
"Villa Luro","26/12",17,1
"Parque Patricios","26/12",17,1
"Merlo","26/12",17,1
"Parque Chas","26/12",17,1
"Berazategui","26/12",17,1
"José C. Paz","26/12",17,1
"Villa Pueyrredón","26/12",17,1
"Constitución","26/12",17,1
"Nueva Pompeya","26/12",17,1
"Tigre","26/12",17,1
"Córdoba","26/12",17,1
"Floresta","26/12",17,1
"Palermo","26/12",18,16
"Belgrano","26/12",18,12
"Caballito","26/12",18,12
"Villa Crespo","26/12",18,8
"Balvanera","26/12",18,6
"Vicente López","26/12",18,4
"San Isidro","26/12",18,4
"Almagro","26/12",18,4
"Recoleta","26/12",18,4
"Mataderos","26/12",18,4
"Parque Chas","26/12",18,4
"Flores","26/12",18,4
"La Matanza","26/12",18,4
"Saavedra","26/12",18,3
"Barracas","26/12",18,3
"Villa Devoto","26/12",18,3
"Villa Urquiza","26/12",18,3
"Tres de Febrero","26/12",18,3
"Lomas de Zamora","26/12",18,2
"Villa del Parque","26/12",18,2
"Villa Santa Rita","26/12",18,2
"Agronomía","26/12",18,2
"San Nicolás","26/12",18,2
"Morón","26/12",18,2
"General San Martín","26/12",18,2
"Núñez","26/12",18,2
"Villa Gral. Mitre","26/12",18,2
"Colegiales","26/12",18,2
"San Cristóbal","26/12",18,1
"Villa Riachuelo","26/12",18,1
"Lanús","26/12",18,1
"La Plata","26/12",18,1
"Parque Chacabuco","26/12",18,1
"Floresta","26/12",18,1
"Villa Real","26/12",18,1
"Constitución","26/12",18,1
"Rosario","26/12",18,1
"Monserrat","26/12",18,1
"Esteban Echeverría","26/12",18,1
"Retiro","26/12",18,1
"Paternal","26/12",18,1
"Villa Pueyrredón","26/12",18,1
"Parque Avellaneda","26/12",18,1
"Boedo","26/12",18,1
"Berazategui","26/12",18,1
"Caballito","26/12",19,10
"Palermo","26/12",19,9
"Villa Crespo","26/12",19,7
"Flores","26/12",19,6
"Almagro","26/12",19,6
"Vicente López","26/12",19,5
"Balvanera","26/12",19,5
"Mataderos","26/12",19,4
"Belgrano","26/12",19,4
"San Isidro","26/12",19,4
"General San Martín","26/12",19,4
"La Matanza","26/12",19,4
"Villa Gral. Mitre","26/12",19,4
"Villa Ortúzar","26/12",19,4
"Villa Santa Rita","26/12",19,3
"Versalles","26/12",19,3
"Morón","26/12",19,3
"Villa Urquiza","26/12",19,3
"Tres de Febrero","26/12",19,3
"Recoleta","26/12",19,3
"Colegiales","26/12",19,2
"Lomas de Zamora","26/12",19,2
"Quilmes","26/12",19,2
"Villa del Parque","26/12",19,2
"San Telmo","26/12",19,2
"Rosario","26/12",19,2
"San Fernando","26/12",19,2
"San Cristóbal","26/12",19,2
"Esteban Echeverría","26/12",19,2
"Boedo","26/12",19,2
"Villa Pueyrredón","26/12",19,2
"Parque Chacabuco","26/12",19,1
"San Nicolás","26/12",19,1
"Vélez Sársfield","26/12",19,1
"Boca","26/12",19,1
"Núñez","26/12",19,1
"Monserrat","26/12",19,1
"Merlo","26/12",19,1
"Nueva Pompeya","26/12",19,1
"Agronomía","26/12",19,1
"Coghlan","26/12",19,1
"Chacarita","26/12",19,1
"Parque Avellaneda","26/12",19,1
"Avellaneda","26/12",19,1
"Liniers","26/12",19,1
"Caballito","26/12",20,9
"Almagro","26/12",20,9
"Palermo","26/12",20,8
"Belgrano","26/12",20,5
"Tres de Febrero","26/12",20,4
"Recoleta","26/12",20,4
"Balvanera","26/12",20,4
"Lomas de Zamora","26/12",20,4
"La Plata","26/12",20,4
"Flores","26/12",20,4
"Villa Urquiza","26/12",20,4
"Monte Castro","26/12",20,4
"Almirante Brown","26/12",20,3
"Saavedra","26/12",20,3
"San Nicolás","26/12",20,3
"Villa Devoto","26/12",20,3
"Chacarita","26/12",20,2
"Vicente López","26/12",20,2
"Boedo","26/12",20,2
"Villa Santa Rita","26/12",20,2
"Villa del Parque","26/12",20,2
"Avellaneda","26/12",20,2
"San Isidro","26/12",20,2
"Núñez","26/12",20,2
"Villa Crespo","26/12",20,2
"Villa Lugano","26/12",20,2
"Floresta","26/12",20,2
"San Cristóbal","26/12",20,1
"Parque Avellaneda","26/12",20,1
"Quilmes","26/12",20,1
"Parque Chas","26/12",20,1
"Villa Gral. Mitre","26/12",20,1
"Hurlingham","26/12",20,1
"Nueva Pompeya","26/12",20,1
"Villa Pueyrredón","26/12",20,1
"Tigre","26/12",20,1
"Coghlan","26/12",20,1
"Merlo","26/12",20,1
"Morón","26/12",20,1
"Retiro","26/12",20,1
"Moreno","26/12",20,1
"Parque Chacabuco","26/12",20,1
"Vélez Sársfield","26/12",20,1
"Constitución","26/12",20,1
"Colegiales","26/12",20,1
"La Matanza","26/12",20,1
"Villa Ortúzar","26/12",20,1
"General San Martín","26/12",20,1
"Lanús","26/12",20,1
"Caballito","26/12",21,9
"Almagro","26/12",21,5
"La Matanza","26/12",21,5
"Palermo","26/12",21,5
"Boedo","26/12",21,4
"Flores","26/12",21,3
"Saavedra","26/12",21,3
"Núñez","26/12",21,3
"Villa Urquiza","26/12",21,3
"Belgrano","26/12",21,2
"Paternal","26/12",21,2
"Monte Castro","26/12",21,2
"Hurlingham","26/12",21,2
"Villa Crespo","26/12",21,2
"San Isidro","26/12",21,2
"Recoleta","26/12",21,2
"Parque Avellaneda","26/12",21,2
"Quilmes","26/12",21,1
"Balvanera","26/12",21,1
"Parque Chacabuco","26/12",21,1
"Villa Lugano","26/12",21,1
"Esteban Echeverría","26/12",21,1
"Villa Pueyrredón","26/12",21,1
"San Cristóbal","26/12",21,1
"Villa del Parque","26/12",21,1
"Lomas de Zamora","26/12",21,1
"Villa Gral. Mitre","26/12",21,1
"San Fernando","26/12",21,1
"Almagro","26/12",22,7
"Caballito","26/12",22,6
"Recoleta","26/12",22,6
"Palermo","26/12",22,6
"Flores","26/12",22,5
"Villa Crespo","26/12",22,4
"Villa Urquiza","26/12",22,4
"Balvanera","26/12",22,4
"Monserrat","26/12",22,3
"Villa Devoto","26/12",22,3
"Colegiales","26/12",22,3
"Belgrano","26/12",22,3
"La Matanza","26/12",22,3
"San Nicolás","26/12",22,3
"Vicente López","26/12",22,3
"Barracas","26/12",22,2
"Vélez Sársfield","26/12",22,2
"Boedo","26/12",22,2
"Villa del Parque","26/12",22,2
"Constitución","26/12",22,2
"Villa Ortúzar","26/12",22,2
"Chacarita","26/12",22,2
"Tres de Febrero","26/12",22,2
"Parque Patricios","26/12",22,2
"Paternal","26/12",22,2
"Núñez","26/12",22,2
"Saavedra","26/12",22,2
"Puerto Madero","26/12",22,2
"Morón","26/12",22,2
"San Cristóbal","26/12",22,2
"Parque Chacabuco","26/12",22,1
"General San Martín","26/12",22,1
"Villa Santa Rita","26/12",22,1
"Retiro","26/12",22,1
"Ezeiza","26/12",22,1
"Nueva Pompeya","26/12",22,1
"Quilmes","26/12",22,1
"Monte Castro","26/12",22,1
"Malvinas Argentinas","26/12",22,1
"Coghlan","26/12",22,1
"Lomas de Zamora","26/12",22,1
"Esteban Echeverría","26/12",22,1
"Merlo","26/12",22,1
"Parque Avellaneda","26/12",22,1
"San Miguel","26/12",22,1
"Ituzaingó","26/12",22,1
"Liniers","26/12",22,1
"Palermo","26/12",23,17
"Balvanera","26/12",23,8
"Almagro","26/12",23,7
"San Nicolás","26/12",23,6
"Caballito","26/12",23,6
"Vicente López","26/12",23,5
"San Cristóbal","26/12",23,4
"General San Martín","26/12",23,4
"Villa Devoto","26/12",23,4
"Saavedra","26/12",23,3
"Colegiales","26/12",23,3
"Tres de Febrero","26/12",23,3
"Villa Gral. Mitre","26/12",23,3
"Lomas de Zamora","26/12",23,3
"San Isidro","26/12",23,3
"Mataderos","26/12",23,2
"Recoleta","26/12",23,2
"Villa Soldati","26/12",23,2
"Puerto Madero","26/12",23,2
"Núñez","26/12",23,2
"Belgrano","26/12",23,2
"Esteban Echeverría","26/12",23,2
"Flores","26/12",23,2
"Morón","26/12",23,2
"Boedo","26/12",23,2
"Monte Castro","26/12",23,2
"La Plata","26/12",23,2
"Florencio Varela","26/12",23,1
"Chacarita","26/12",23,1
"La Matanza","26/12",23,1
"Floresta","26/12",23,1
"Villa Urquiza","26/12",23,1
"Villa Crespo","26/12",23,1
"Merlo","26/12",23,1
"Parque Patricios","26/12",23,1
"Barracas","26/12",23,1
"Tigre","26/12",23,1
"José C. Paz","26/12",23,1
"Villa Santa Rita","26/12",23,1
"Avellaneda","26/12",23,1
"Villa Pueyrredón","26/12",23,1
"Villa Luro","26/12",23,1
"San Fernando","26/12",23,1
"Parque Avellaneda","26/12",23,1
"Lanús","26/12",23,1
"Paternal","26/12",23,1
"Constitución","26/12",23,1
"Rosario","26/12",23,1
"Parque Chacabuco","26/12",23,1
"Caballito","27/12",0,6
"Palermo","27/12",0,5
"Parque Chacabuco","27/12",0,4
"Villa Urquiza","27/12",0,4
"Barracas","27/12",0,3
"Núñez","27/12",0,3
"General San Martín","27/12",0,3
"Villa Gral. Mitre","27/12",0,3
"Villa Devoto","27/12",0,3
"Villa del Parque","27/12",0,2
"Recoleta","27/12",0,2
"San Cristóbal","27/12",0,2
"Villa Lugano","27/12",0,2
"Vicente López","27/12",0,2
"Monte Castro","27/12",0,2
"Villa Pueyrredón","27/12",0,2
"Lanús","27/12",0,2
"Flores","27/12",0,2
"Chacarita","27/12",0,2
"Retiro","27/12",0,1
"Versalles","27/12",0,1
"Villa Luro","27/12",0,1
"Parque Patricios","27/12",0,1
"Villa Santa Rita","27/12",0,1
"Saavedra","27/12",0,1
"Colegiales","27/12",0,1
"Belgrano","27/12",0,1
"Tres de Febrero","27/12",0,1
"Parque Avellaneda","27/12",0,1
"San Isidro","27/12",0,1
"Avellaneda","27/12",0,1
"San Fernando","27/12",0,1
